timestamp,epoch,batch_in_epoch,batch_global,data_index,loss,E_proxy_sec,Norma_L2_latent,Czip_latent,EIE_ratio,is_post_shift,session_timestamp
2026-04-25 12:29:25,0,0,0,0,0.6927085518836975,1.563223361968994,1.3853286504745483,,0.3198723465796291,False,20260425_122923
2026-04-25 12:29:25,0,1,1,64,0.6930066347122192,0.0111453533172607,1.5082175731658936,,41.22679324130349,False,20260425_122923
2026-04-25 12:29:25,0,2,2,128,0.6941041946411133,0.0104684829711914,1.5522667169570925,,42.71442577878829,False,20260425_122923
2026-04-25 12:29:25,0,3,3,192,0.6934468746185303,0.008660078048706,1.5160609483718872,,52.81712140481003,False,20260425_122923
2026-04-25 12:29:25,0,4,4,256,0.6935786604881287,0.009192943572998,1.4667956829071045,,51.43651135082656,False,20260425_122923
2026-04-25 12:29:25,0,5,5,320,0.6927126049995422,0.010556936264038,1.5108908414840698,,43.42922727593598,False,20260425_122923
2026-04-25 12:29:26,0,6,6,384,0.6927214860916138,0.0079114437103271,1.4324711561203003,,61.124740729521925,False,20260425_122923
2026-04-25 12:29:26,0,7,7,448,0.6928899884223938,0.0098857879638671,1.505163550376892,,46.56603950879072,False,20260425_122923
2026-04-25 12:29:26,0,8,8,512,0.6924751400947571,0.0102174282073974,1.4305353164672852,,47.3766128542201,False,20260425_122923
2026-04-25 12:29:26,0,9,9,576,0.6920462250709534,0.009636640548706,1.4291335344314575,,50.250065724308406,False,20260425_122923
2026-04-25 12:29:26,0,10,10,640,0.6922764182090759,0.0091075897216796,1.2327958345413208,,61.657359421688255,False,20260425_122923
2026-04-25 12:29:26,0,11,11,704,0.6918146014213562,0.0093820095062255,1.1671545505523682,,63.17794387701918,False,20260425_122923
2026-04-25 12:29:26,0,12,12,768,0.6916561126708984,0.0096988677978515,0.9845587015151978,,72.43151431164165,False,20260425_122923
2026-04-25 12:29:26,0,13,13,832,0.6912417411804199,0.0093092918395996,0.9064661860466005,,81.91467300161246,False,20260425_122923
2026-04-25 12:29:26,0,14,14,896,0.6905685663223267,0.0081336498260498,0.6812368035316467,,124.63018293813066,False,20260425_122923
2026-04-25 12:29:26,0,15,15,960,0.6902368664741516,0.009120225906372,0.6570635437965393,,115.18215091458468,False,20260425_122923
2026-04-25 12:29:26,0,16,16,1024,0.6901730298995972,0.009793996810913,0.4404423832893371,,159.99592514357946,False,20260425_122923
2026-04-25 12:29:26,0,17,17,1088,0.6900225281715393,0.0093183517456054,0.451958954334259,,163.84197514764836,False,20260425_122923
2026-04-25 12:29:27,0,18,18,1152,0.6896153688430786,0.0092720985412597,0.4488177895545959,,165.71385889491012,False,20260425_122923
2026-04-25 12:29:27,0,19,19,1216,0.6893394589424133,0.009474754333496,0.4542655050754547,,160.16050191027003,False,20260425_122923
2026-04-25 12:29:27,0,20,20,1280,0.6889613270759583,0.0097429752349853,0.7667523622512817,,92.2248852177272,False,20260425_122923
2026-04-25 12:29:27,0,21,21,1344,0.6885569095611572,0.009265661239624,0.8566362857818604,,86.74949519257896,False,20260425_122923
2026-04-25 12:29:27,0,22,22,1408,0.6882112622261047,0.0091598033905029,1.0820112228393557,,69.43906398410981,False,20260425_122923
2026-04-25 12:29:27,0,23,23,1472,0.6876792907714844,0.0104849338531494,1.1183971166610718,,58.64408468315154,False,20260425_122923
2026-04-25 12:29:27,0,24,24,1536,0.6873718500137329,0.009925365447998,1.2464460134506226,,55.56121871712914,False,20260425_122923
2026-04-25 12:29:27,0,25,25,1600,0.687302827835083,0.0093557834625244,1.4533534049987793,,50.5471573233424,False,20260425_122923
2026-04-25 12:29:27,0,26,26,1664,0.68687903881073,0.0087699890136718,1.522774577140808,,51.43344289557055,False,20260425_122923
2026-04-25 12:29:27,0,27,27,1728,0.6865850687026978,0.0096886157989501,1.6809173822402954,,42.15860694304223,False,20260425_122923
2026-04-25 12:29:27,0,28,28,1792,0.6863880753517151,0.0091028213500976,1.752886414527893,,43.01698176108288,False,20260425_122923
